gene_id	WT_48hpf_R1	WT_48hpf_R2	WT_48hpf_R3	MT_48hpf_R1	MT_48hpf_R2	MT_48hpf_R3
tspan18a	648	610	469	264	498	352
tspan18b	1865	1689	1427	1044	1533	1250
tspan2a	2518	2359	1731	1028	1731	1442
tspan31	2347	2087	1667	1504	2503	2253
tspan33	417	366	251	255	350	333
tspan34	0	0	0	0	0	0
tspan35	957	767	622	679	1175	870
tspan36	1947	2036	1423	1608	2251	2257
tspan37	136	105	95	81	109	150
tspan3a	3142	2826	2224	2035	2594	2186
tspan3b	436	405	322	142	319	226
tspan4a	528	430	452	408	428	445
tspan4b	947	852	646	423	890	691
tspan5a	786	740	687	333	610	399
tspan5b	1550	1288	1076	554	1135	851
tspan7	6053	5425	4486	4653	7281	6179
tspan7b	6012	5095	4154	2303	4584	3431
tspan9b	1138	1105	843	592	1029	801
tspo	1380	1228	891	807	1030	674
tsr1	2381	2032	1658	1185	1739	1265
tsr2	877	854	668	489	831	688
tsr3	697	572	476	270	514	357
tssc1	1101	981	745	589	840	698
tssc4	1577	1401	1046	594	1329	780
tssk6	0	0	0	3	0	0
tsta3	546	465.079	346	315	525.009	405
ttc1	886	854	558	545	1040	730
ttc12	62	43	43	42	77	80
ttc13	847	705	523	437	823	585
ttc14	774	644	537	449	482	636
ttc21b	807	730	602	707	891	1032
ttc25	112	110	83	59	89	107
ttc26	737	670	531	445	723	636
ttc27	1646	1406	1118	700	1297	842
ttc32	206	168	127	127	237	163
ttc33	464	419	342	179	392	271
ttc36	179	157	125	22	115	42
ttc38	143	98	112	56	70	60
ttc39c	1655	1333.009	1121	411	937	681
ttc4	603	502	344	455	827	620
ttc5	783	714	541	526	915	890
ttc7b	2397	2297	1878	821	1309	1002
ttc9b	403	403	383	214	265	275
ttc9c	116	113	85	139	199	196
ttk	1945	1991	1436	1864	2283	2014
ttl	279	251	192	140	251	204
ttll1	330	276	251	188	291	221
ttll11	236	205	198.337	95	139.638	171.555
ttll12	125	119	107	178	352	261
ttll2	19	19	15	16	14	20
ttll3	70	55	50	47	56	63
ttll6	202	172	136	75	115	79
ttll7	1099	958	772	386	381	412
ttll9	25	24	6	17	30	34
ttpa	385	335	294	120	292	133
ttpal	630	513	418	266	492	336
ttr	14	6	1	4	11	5
ttyh2	480	467	391	218	295	419
ttyh2l	984	810	675	346	618	510
ttyh3b	2763	2306	2154	1203	1337	1426
tuba1a	41444.396	37865.19	30341.302	36075.906	58302.808	38853.315
tuba1b	18661.192	15400.824	13574.762	6645.203	8247.512	14036.182
tuba1c	71310.412	61038.987	47493.936	34737.891	64223.68	51284.503
tuba2	15714	13697	11084	6388	13552	8920
tuba4l	97	90	72	75	114	64
tuba7l	33	19	17	20	31	23
tuba8l	22825	20582	16363	14673	27333	18518
tuba8l2	9501	8210	6993	3847	8772	5161
tuba8l3	6478.018	5475.826	4454.757	3150.662	6080.038	4285.901
tuba8l4	52097	50147	39171	30785	35338	29236
tubb2	1925	1592	1304	766	1550	1094
tubb2b	69698.068	61261.01	50517	43560	71604.547	55538
tubb4b	63460.932	58344.891	47811	29678	49088.368	39743
tubb5	37568.55	31668	26119	22780	36684	31418
tubb6	472	431	320	264	534	345
tubd1	115	105	77	81	131	87
tube1	198.121	214.367	157.935	118.296	172.233	169.823
tubg1	2355	2143	1743	1123	1631	1493
tubgcp2	1181	947	811	572	1015	822
tubgcp3	1783	1654	1178	811	1174	1093
tubgcp4	1512	1330	1073	754	1371	1004
tubgcp5	1504	1289	1064	640	1160	859
tufm	4509	3780	3089	2328	4728	2993
tuft1a	1153	1198	767	344	758	574
tuft1b	371	324	266	139	249	202
tulp4a	2638	2588	2108	1136	848	1145
tusc2a	238	187	170	102	256	169
tusc2b	1264	1021	794	666	1151	893
tusc3	2013	1821	1424	824	1381	1097
tut1	808	742	518	368	698	467
tvp23b	778	707	557	439	792	648
twf1b	1098	1018	788	496	1080	683
twf2	1873	1804	1375	482	1170	733
twf2b	124	94	60	55	124	95
twist1a	881	930	685	354	546	416
twist1b	678	637	472	361	618	504
twist2	482	442	321	137	293	205
twist3	348	394	301	207	243	241
twistnb	335	274	276	215	332	293
twsg1a	1452	1309	882	673	1074	1011
txlna	2069	1733	1350	1169	2085	1530
txlnbb	2266	2108	1559	996	2069	1290
txlng	726	706	533	368	671	468
txn	1717	1605	1131	1415	1814	1836
txn2	1167	1027	929	835	1244	920
txndc12	3136	2833	2242	1502	2857	1923
txndc15	697	620	542	435	438	669
txndc17	847	702	587	405	712	479
txndc5	7170	6271	4935	3402	6348	4236
txndc9	4978	4194	3032	2519	4541	3267
txnipa	19267	28947	16605	9304	13161	12114
txnipb	1879	1689	1294	196	395	233
txnl1	2304	1935	1817	1997	3455	2241
txnl4a	1329	1218	888	955	1656	1159
txnl4b	424	385	273	200	394	264
txnrd1	5967	5401	4202	3552	5974	4540
tyms	1157	1056	819	930	1530	1002
tyr	603	606	470	622	409	689
tyro3	556	526	381	204	286	270
tyrobp	5	4	3	4	7	3
tyrp1b	7377	6612	5277	3994	5252	4925
tysnd1	150	140	99	76	116	85
tyw1	1036	930	727	676	1036	902
tyw3	259	217	150	119	194	191
tyw5	243	226	164	177	278	204
u2af1	5105	4430	3379	2894	5372	3968
u2af2a	2264	2149	1581	1558	2298	2268
u2af2b	4620	4388	3463	2469	4325	3297
u2surp	5218	4705	3724	3200	4596	4812
uap1	1312	1233	847	852	1429	1300
uap1l1	543	523	397	359	683	547
uba1	18992	17331	13837	10603	15380	13601
uba2	4832	4660	3571	3528	4710	4474
uba3	1591	1434	1093	874	1494	1178
uba5	925	894	707	605	1226	792
uba52	27522	24548	20556	20669	28278	23540
ubac1	1269	1076	926	366	866	549
ubac2	323	288	239	174	294	218
ubald1a	1454	1298	1065	503	987	763
ubald1b	670	701	519	234	430	405
ubald2	529	581	481	141	219	210
ubap1	922	1006	717	375	599	561
ubap2a	9497	9438	7733	4960	2997	4894
ubap2b	7807	7990	5995	3661	2861	3518
ubap2l	4621	4435	3552	1776	1459	2206
ubash3bb	162	147	101	34	96	77
ubb	1910.054	2066	1266.053	1188.07	3554.237	1381.06
ubc	29132.946	27087	20106.947	13952.93	23242.763	20309.94
ube2a	3941	3485	2670	1999	3633	2688
ube2b	1133	995	842	395	717	520
ube2c	1507	1309	967	1038	1399	1225
ube2d1a	1072	897	652	605	1102	799
ube2d1b	3182	2816	1974	1481	2808	2003
ube2d2	4230	3665	3138	4121	6718	3623
ube2d2l	1637	1450	984	885	1814	1250
ube2d3	4330	3901	3187	2011	3718	2537
ube2d4	753	689	552	421	666	470
ube2e1	2302	2270	1674	1670	2755	2343
ube2e2	2829	2689	2334	2242	3232	3003
ube2e3	5757	5629	4657	4281	6478	6095
ube2f	1268	1175	923	604	1220	699
ube2g1a	1863	1508	1148	1370	2370	1832
ube2g1b	2134	1814	1507	1004	2010	1428
ube2g2	1277	1063	852	509	950	710
ube2h	5262	5006	4196	2338	3565	3368
ube2ia	3634	2946	2372	2313	4046	3082
ube2ib	6076	5786	4935	3999	6586	5344
ube2j1	1399	1275	976	630	876	857
ube2j2	79	71	57	51	66	65
ube2ka	1318	1185	958	698	1306	928
ube2kb	1434	1025	912	772	1440	1170
ube2l3a	2193	1830	1536	1035	1730	1340
ube2l3b	1442	1366	1096	755	1460	967
ube2na	7237	6165	5052	3861	6816	5152
ube2nb	3101	2755	2274	1733	3007	2178
ube2q1	1629	1471	1290	903	1211	1191
ube2q2	3059	2942	2214	1203	2213	1712
ube2r2	531	473	396	223	385	328
ube2s	2862	2503	2159	1734	2335	2333
ube2t	240	270	146	261	326	272
ube2v1	4218	3743	3546	2309	3536	2845
ube2v2	7102	6131	5127	4392	7234	5111
ube2w	624	546	427	244	496	333
ube2z	1857	1623	1340	844	1553	1140
ube3a	4030	3725	2936	1810	3369	2483
ube3b	696	671	478	313	534	469
ube3c	1664	1438	1214	786	1413	1189
ube4b	5224	4820	3676	2428	2947	3215
ubfd1	711	599	438	316	700	434
ubiad1	1277	1022	989	587	995	760
ubl3a	1977	1705	1264	1128	1906	1636
ubl3b	870	767	623	369	614	532
ubl7a	345	289	220	124	195	149
ubl7b	1085	927	808	587	886	756
ublcp1	1389	1185	936	807	1262	1157
ubn1	47	55	41	12	31	14
ubn2a	1931	1808	1453	760	656	854
ubn2b	1337	1326	1105	698	481	746
ubp1	701	584	525	254	301	371
ubqln4	9024	8226	6161	5890	6288	6300
ubr5	14903	14216	11037	6043	4531	6878
ubr7	1899	1828	1327	1220	2233	1559
ubtd1a	149	154	108	50	141	65
ubtd1b	194	185	198	94	137	167
ubtd2	1529	1384	1033	749	1332	1084
ubtf	12597	11073	9239	5328	8779	7151
ubtfl	3378	2834	2359	1309	2171	1822
ubxn1	1533	1282	1089	972	1736	1337
ubxn10	23	17	8	18	37	21
ubxn4	401	367	333	222	279	291
ubxn6	1297	1240	957	445	742	700
ubxn7	1273	1263	966	706	846	903
ubxn8	165	141	114	143	207	197
uchl1	808	631	474	748	1129	623
uchl3	1690	1337	1116	847	1731	1057
uchl5	1834	1487	1181	629	1658	967
uck1	220	182	132	61	178	71
uck2a	2403	1874	1413	1528	2652	2295
uck2b	2525	2318	1660	1448	2544	2064
uckl1a	77	73	47	36	50	76
ucmaa	9	8	2	5	16	11
ucmab	2111	1725	1297	402	915	555
ucn3l	18	18	12	12	13	20
ucp1	2150	2340	1610	802	1451	748
ucp2	10602	9508	7887	3801	7907	5655
ucp3	1015	1253	988	50	165	49
uevld	558	490	435	167	445	248
ufc1	1134	990	685	524	1104	965
ufd1l	2771	2449	1848	1017	2106	1460
ufl1	1412	1371	1067	857	1116	1132
ufm1	1499	1319	1077	953	1838	1250
ufsp1	131	129	88	70	117	118
ufsp2	872	818	621	506	838	636
ugcg	895	743	614	609	924	781
ugdh	2043	1765	1472	981	1886	1301
uggt1	1553	1326	1122	950	1551	1285
ugp2a	2305	2102	1723	553	1323	888
ugp2b	2088	1976	1464	962	1777	1481
ugt1a1	23.12	14.302	12.124	3.249	20.335	6.58
ugt1a2	1.478	0	3.293	0	3.466	1.433
ugt1a4	188.282	147.752	112.787	74.546	175.599	113.859
ugt1a5	80.703	63.86	63.033	30.068	35.288	43.004
ugt1a6	33.856	31.228	25.723	22.321	37.058	24.803
ugt1a7	318.268	206.285	156.261	94.206	251.934	115.233
ugt1ab	40.292	47.573	39.779	12.61	36.319	19.089
ugt1b1	1564.387	1395.556	1113.027	964.111	1555.297	1245.607
ugt1b2	19.897	17.797	16.276	0	19.125	8.871
ugt1b3	2.831	2.759	2.757	5.754	8.665	4.295
ugt1b4	9.098	5.804	4.289	16.409	4.256	8.925
ugt1b5	411.921	328.956	255.013	259.679	441.983	314.936
ugt1b6p	3	1	3	4	6	5
ugt1b7	184.866	239.127	165.639	133.047	174.674	190.366
ugt2a1	72.55	43.028	47.146	23.519	79.679	46.954
ugt2a2	101.957	125.006	78.38	54.036	95.025	93.276
ugt2a3	93.491	68.789	66.464	15.478	32.515	5.798
ugt2a4	35.684	32.818	34.751	23.88	53.594	13.198
ugt2a5	368.526	289.823	253.116	152.915	267.936	186.441
ugt2a6	148.791	128.536	108.143	148.172	253.25	272.333
ugt2b1	41.621	34.635	22.152	20.412	29.782	8.253
ugt2b2p	48.658	50.705	29.724	18	36.567	7
ugt2b3	350.341	291.645	229.758	43.71	123.857	57.079
ugt2b4p	14	20.002	19.004	5	17	5
ugt2b5	96.912	55.424	46.317	6.353	18.809	10.18
ugt2b6	77.082	62.003	49.789	38.256	148.116	80.36
ugt5a1	42	29	19	2	7	5
ugt5a2	7.479	6.306	0	0	16	5
ugt5a3	12.256	2.914	7	0	0	0
ugt5a4	11.265	8.779	10	1	8	14
ugt5a5	462	447	291	286	419	257
ugt5b1	147.084	102.941	89.466	28.491	60.314	28.8
ugt5b2	295.16	348.318	285.138	184.105	362.452	223.466
ugt5b3	60.716	65.173	45.386	13.731	31.139	31.552
ugt5b4	165.04	150.568	112.01	38.632	101.075	72.178
ugt5b5p	3	1	1	4.042	5.019	2.004
ugt5c1	9	11	9	7	22.997	17
ugt5c2	10	6	12	8	2.003	10
ugt5c3	203	155	143	65	133	104
ugt5d1	33	33	19	15	46	16
ugt5e1	124	110	76	50	153	74
ugt5f1	167	163	122	65	152	75
ugt5g1	575	545	468	228	307	246
ugt5g2	0	0	0	0	0	0
ugt8	1433	1080	883	656	1200	767
uhmk1	462	394	321	211	333	302
uhrf1	4510	4641	3210	4340	5275	4934
uhrf1bp1l	1489	1356	1052	496	612	654
ulk1a	1035	940	862	193	347	304
ulk3	204	148	134	94	130	112
umps	1057	896	646	948	1463	873
unc119.1	791	740	581	493	726	689
unc119b	1457	1296	1037	758	1233	986
unc45a	168	170	143	118	268	147
unc45b	3338	3017	2257	2279	7092	2804
unc50	871	705	614	411	620	497
unc5b	728	772	600	434	480	437
unc5c	634	568	458	233	313	293
unc93a	70	56	46	47	102	36
unc93b1	78	65	66	54	93	79
uncx4.1	1222	1204	847	605	925	797
unga	342	289	201	362	483	407
unk	714	605	546	301	326	445
uox	284	203	186	56	305	67
upb1	319	310	249	176	251	271
upf1	4604	4355	3484	1718	2181	2150
upf3a	1311	1029	817	387	749	573
upf3b	1661	1457	1257	818	1607	1287
upk1a	3	2	2	4	4	5
upk3b	34	32	21	23	43	22
upp1	79	79	72	35	67	48
upp2	0	1	0	1	1	1
uprt	1398	1205	991	611	889	761
uqcc1	1024	912	805	576	947	624
uqcc2	1100	959	747	445	923	632
uqcc3	588	491	377	131	440	195
uqcr11	4789	3484	3355	2470	3427	2767
uqcrb	4327	3642	2978	1620	3599	2400
uqcrc1	12126	10388	8431	4430	8952	6260
uqcrc2a	6128	5511	4067	2534	3792	3044
uqcrc2b	9768	8077	6311	3442	6713	4648
uqcrfs1	10833	9361	7626	4861	8859	6142
uqcrh	5139	4502	3688	2595	5224	3524
uqcrq	3510	2974	2344	1489	2889	1969
urad	100	87	49	149	122	165
urah	2180	2085	1422	743	1406	950
urb2	1066	893	715	563	898	752
uri1	2596	2321	1639	1290	2589	1944
uroc1	924	974	720	234	440	262
urod	683	538	444	393	652	354
uros	834	733	602	422	647	421
urp2	39	38	38	64	57	85
usb1	348	323	256	206	381	261
use1	907	783	618	478	971	727
usf1	1362	1194	899	673	1145	986
usf1l	1600	1348	1121	754	1369	988
usf2	3471	3163	2408	2566	3775	3755
ush1c	122	87	82	29	48	32
uso1	3362	3095	2307	1752	3033	2440
usp1	2095	1955	1351	1527	2368	2096
usp12a	1040	887	767	378	749	563
usp13	1886	1736	1435	546	1335	791
usp14	3833	3360	2646	1867	3815	2528
usp16	1494	1363	1010	849	1613	1088
usp20	555	476	373	258	432	435
usp22	536	436	382	273	398	323
usp25	2628	2580	1970	1017	1385	1315
usp2a	3779	3415	2856	871	1581	1037
usp3	888	736	612	435	719	584
usp30	166	117	117	74	152	81
usp33	3566	3259	2484	1626	2891	2371
usp36	3586	3570	2720	1488	1633	1796
usp37	1349	1298	1096	924	1223	1140
usp39	1686	1371	1148	870	1534	1075
usp43a	20	45	25	16	30	31
usp44	1641	1589	1309	857	1333	1173
usp46	73	65	60	36	63	58
usp47	658	597	449	287	309	316
usp49	550	450	395	438	437	561
usp5	7812	7128	5701	3785	5823	4783
usp54a	1247	1185	888	703	592	791
usp6nl	1287	1209	896	359	416	414
usp9	10695	9705	7730	4498	4253	5651
uspl1	2992	2380	2050	1531	2133	2468
ust	222	214	161	100	171	115
utp11l	582	465	368	429	760	465
utp15	1158	1107	810	603	1195	826
utp18	740	679	531	453	518	538
utp23	418	407	301	331	588	451
utp3	1084	889	698	529	1084	704
utp6	1555	1404	1002	804	1537	1120
utrnp	2	0	0	0	0	0
uts1	132	116	83	113	120	117
uts2a	3	12	11	4	7	2
uts2b	26	31	22	0	3	0
uts2d	30	36	24	31	50	16
uvrag	241	285	201	144	216	193
uxs1	1868	1696	1341	706	1457	1054
uxt	381	330	238	197	319	211
v2rh14	5	3	6	0	3	3
v2rh32	2	1	3	0	0	1
v2rh7	0	1	0	0	0	0
v2rx1	8	7	9	3	15	8
vac14	1261	1130	881	571	1136	815
valopa	38	26	20	7	21	17
valopb	41	27	23	8	23	14
vamp1	488	398	314	158	329	201
vamp2	2454	2139	1796	625	978	966
vamp3	2775	2571	1930	1495	2417	2057
vamp4	1257	1082	881	565	1049	812
vamp5	1324	1179	923	664	1111	843
vamp8	1607	1385	986	670	1272	958
vangl1	753	607	528	278	437	435
vangl2	1430	1365	1137	1040	858	1184
vapa	1050	1001	800	721	770	856
vapal	2756	2483	1891	1278	2362	1755
vapb	3684	3266	2630	1585	3163	2107
vars2	807	705	538	456	859	710
vash2	383	379	292	189	327	278
vasna	3138	2784	2022	1736	2583	2317
vasnb	2220	1884	1494	927	1716	1505
vaspa	28	31	28	11	27	16
vat1	7208	6743	5980	3706	3206	4039
vat1l	56	40	40	33	41	30
vav3b	44	39	26	24	20	22
vax1	576	626	471	282	326	377
vax2	42	77	48	25	37	45
vbp1	2700	2412	1894	1562	2701	2285
vcam1	1871	1951	1390	854	1500	1285
vcanb	19176	17343	14424	1865	5160	2383
vcla	2621	2571	1931	565	905	771
vcp	27113	23701	18510	11876	23823	16120
vcpkmt	255	187	166	130	204	134
vdac1	11369	10156	8115	7622	11925	8570
vdac2	45685	40902	32120	18599	36912	25538
vdac3	18144	16960	12979	10174	17447	13433
vdra	188	262	191	111	114	142
vdrb	391	465	328	190	169	159
ved	60	54	48	17	49	37
vegfaa	71	82	55	43	83	65
vegfab	963	773	593	420	604	591
vegfc	201	188	117	69	155	110
vent	4	3	1	3	2	5
veph1	283	269	191	118	109	163
vetz	452	378	365	232	326	260
vezf1b	873	878	766	638	687	887
vgll2b	743	668	586	137	301	190
vgll4b	898	861	764	437	450	630
vgll4l	991	1044	737	409	853	573
vhl	526	418	380	119	226	166
vhll	28	33	19	20	38	24
vil1	308	218	186	37	187	57
vim	5203	5129	3732	2366	3631	3412
viml	60	64	43	11	26	15
vimp	2783	2494	1895	1367	2616	1987
vip	79	93	72	48	104	52
vip2	85	54	45	5	33	7
vipas39	699	574	394	328	664	475
vipr1b	39	46	35	14	24	18
vipr2	62	45	39	25	40	33
vkorc1l1	609	518	450	546	677	575
vldlr	3638	3252	2479	1782	2063	2160
vmhc	4967.201	4122.25	2907.453	2025.922	3789.935	3036.821
vmhcl	2476.81	2158.768	1688.557	2197.078	3623.07	2210.192
vmp1	1973	1732	1492	1036	2162	1478
vox	16	30	17	61	37	70
vps11	1474	1276	1072	757	1303	1173
vps13a	4081	4004	3195	1914	2019	2726
vps16	2276	1928	1551	944	1656	1279
vps18	1840	1828	1321	954	1643	1306
vps25	819	803	523	433	788	561
vps26a	2169	1916	1449	1130	2010	1466
vps26b	1833	1645	1280	859	1699	1189
vps26bl	523	467	314	191	312	249
vps28	2823	2428	1740	1235	2293	1734
vps29	1882	1543	1145	941	1635	1297
vps33a	846	701	535	400	651	562
vps33b	826	724	538	435	848	597
vps35	5877	5206	4356	2683	4717	3863
vps36	678	605	459	417	762	551
vps37a	1389	1304	1002	522	951	731
vps37b	785	711	609	273	362	277
vps37c	1430	1443	1095	628	774	779
vps39	1904	1724	1416	849	1331	1286
vps45	1164	907	789	513	1034	781
vps4a	742	681	572	269	551	397
vps4b	4986	4632	3561	1995	4428	2901
vps51	1049	988	745	505	854	686
vps53	1507	1353	1097	780	1315	1305
vps54	842	774	705	440	513	508
vps72	661	627	520	319	445	368
vps8	1489	1391	1077	793	1321	1081
vps9d1	593	582	438	271	418	466
vrk1	1253	1080	848	478	1054	609
vrk2	135.578	119.337	103.66	95.832	126.326	120.753
vrk3	600	519	393	294	498	354
vrtn	11	24	7	22	20	23
vsg1	3177	3132	2283	780	1944	1247
vsig10	585	544	353	290	556	434
vsig8a	268	199	161	137	198	183
vsig8b	163	156	109	97	221	154
vsnl1a	1612	1421	1085	675	1272	944
vstm2l	63	67	44	17	45	38
vstm4a	412	360	268	97	247	176
vsx1	4106	3533	2749	1356	3185	2446
vsx2	1222	1361	918	541	614	670
vta1	1840	1824	1327	1363	2012	1769
vtg1	27	37.078	10	43.979	34.752	38
vtg2	2	5	3	3	2	11
vtg4	3	1.012	1	2.005	8.743	0
vtg5	3	5.116	0	2.048	3.492	2
vtg6	0	1.012	0	1.03	17.105	0
vtg7	171	151.782	125	123.938	478.909	22
vti1a	696	564	443	323	598	422
vti1b	400	392	284	188	368	306
vtna	2607	2298	1666	1527	2533	1767
vtnb	6322	5616	4358	3167	4444	3652
vtrna4	0	0	0	0	0	0
vwa8	1176	1041	845	454	660	562
vwa9	1177	1118	845	763	1191	1072
vwc2	56	29	28	10	35	27
vwc2l	21	31	22	9	23	15
vwde	2076	1734	1470	623	1393	756
vwf	162	137	113	50	97	53
waca	3476	3237	2674	1666	1995	2288
wacb	451	324	318	234	376	281
waif2	62	57	43	14	35	19
wapalb	359	354	252	187	270	211
wars	578	475	453	295	512	387
wars2	283	239	199	117	244	172
wasb	90	73	66	37	44	39
wasf2	1377	1275	1134	636	717	670
wasf3b	2275	2164	1621	1503	1043	1592
wash1	261	250	208	119	151	160
wasla	1255	1146	902	504	491	536
waslb	1562	1456	1147	600	715.042	737
wbp1	492	493	499	275	371	356
wbp11	863	850	805	577	354	461
wbp1la	419	371	310	266	225	302
wbp1lb	355	448	304	195	256	303
wbp2	676	522	507	245	357	308
wbp2nl	1629	1513	1314	1035	1288	1078
wbp4	69	65	60	56	98	62
wbscr16	1196	946	812	506	932	666
wbscr22	704	657	471	333	718	454
wbscr27	82	65	43	33	84	55
wdfy1	891	790	738	394	648	603
wdfy2	1341	1089	860	415	828	611
wdhd1	1404	1389	949	1084	1561	1282
wdr1	5109	4720	4248	2403	3909	3113
wdr12	1304	1108	870	693	1373	902
wdr13	1636	1441	1193	626	1173	872
wdr17	740	683	513	254	446	400
wdr18	1590	1482	1149	896	1543	1136
wdr21	746	675	459	327	524	388
wdr24	848	688	635	370	529	547
wdr26b	4283	3936	3187	1764	2418	2313
wdr3	3236	2984	2271	1642	2843	2080
wdr32	947	899	830	607	1000	703
wdr33	4073	3436	2760	1799	1965	2249
wdr34	268	242	149	171	295	247
wdr35	1350	1151	901	580	959	723
wdr36	1874	1640	1276	940	1614	1180
wdr37	1475	1314	1080	550	1068	824
wdr38	9	9	7	6	5	11
wdr4	381	388	260	291	477	409
wdr41	1256	968	859	460	904	746
wdr43	4628	4228	3231	2678	4345	3516
wdr44	2870	2544	2009	950	1231	1176
wdr45	1033	857	750	405	730	582
wdr45b	1665	1466	1435	898	1187	1301
wdr46	1625	1540	1221	1025	1639	1253
wdr47b	287	201	173	95	163	176
wdr48a	394	329	289	212	338	363
wdr48b	1198	1023	868	571	947	814
wdr5	5526	4996	3708	3471	5632	4724
wdr54	562	447	363	222	436	287
wdr55	422	347	291	279	538	377
wdr6	924	737	624	328	717	514
wdr61	1063	872	695	783	1145	978
wdr73	288	242	190	179	350	236
wdr74	525	425	347	319	573	412
wdr75	2045	1900	1425	990	1939	1390
wdr76	501	467	319	148	446	139
wdr78	91	92	76	41	82	71
wdr82	3438	3181	2396	1688	3123	2321
wdr83	313	232	216	177	301	289
wdr89	370	319	241	206	290	239
wdr91	656	582	519	320	479	296
wdr92	423	373	296	245	417	381
wdsub1	368	388	257	166	324	249
wdtc1	1003	899	757	310	544	332
wdyhv1	112	118	79	57	107	97
wee1	1065	1032	729	1054	1506	1267
wee2	13	7	6	4	7	6
wfdc1	1698	1388	1139	596	1095	757
wfikkn1	19	20	11	26	7	4
whsc1	2968	3153	2394	2257	2431	2701
wibg	412	399	387	367	361	362
wif1	1999	1859	1489	1149	1793	1441
wipf1a	27	29	38	6	20	10
wipf2b	1004	953	753	469	346	493
wipi1	1191	1198	890	484	730	718
wipi2	2354	2101	1739	774	1403	1147
wisp1a	9	14	6	11	14	12
wisp1b	35	29	37	13	28	26
wisp2	90	68	54	18	51	46
wisp3	227.879	169.633	150.065	29.704	79.767	50.177
wls	7374	6753	5327	4401	7106	5749
wnt1	137	140	97	76	93	87
wnt10a	141	111	79	35	40	50
wnt10b	131	96	75	55	69	75
wnt11	196	183	173	97	101	122
wnt11r	2895	2667	2032	1210	2274	1472
wnt16	81	62	50	31	41	47
wnt2	173	184	160	79	124	87
wnt2ba	56	49	41	14	31	35
wnt2bb	130	136	97	118	126	130
wnt3	222	222	182	102	116	163
wnt3a	49	48	54	37	43	39
wnt4a	280	271	209	146	222	192
wnt4b	1221	1086	843	242	422	283
wnt5a	46	31	20	9	32	13
wnt5b	1131	1026	864	458	886	640
wnt7aa	556	488	412	198	335	294
wnt8-2	20.084	35	10	2	1	0.5
wnt8a	13.916	0	0	0	1	0.5
wnt8b	49	56	46	29	49	45
wnt9a	91	125	83	43	73	66
wnt9b	507	495	346	414	641	548
wrap53	606	510	452	319	553	504
wrap73	330	347	227	302	424	334
wrb	1022	825	655	508	846	776
wrnip1	140	116	85	50	106	80
wsb1	12419	12039	9079	2575	4287	3810
wsb2	125	128.018	85.495	43.141	94.464	80.528
wscd2	227	186	159	44	100	55
wt1a	275	225	183	71	157	121
wt1b	187	191	160	79	122	146
wtap	3753	3068	2442	1938	3311	2598
wtip	223	238	182	146	85	149
wu:fa10h04	0	2	0	1	1	3
wu:fa26c03	346.845	372.858	389.53	1240.047	1000.337	887.877
wu:fb37b09	13.305	4.464	8.703	16.118	14.345	16.998
wu:fb55f04	44	29	20	6	7	1
wu:fc13c02	5789	5417	3953	3694	3792	4163
wu:fc20e06	56	46	25	34	62	43
wu:fc46h12	21431	19976	15026	12256	18317	12034
wu:fc47e11	158	161	108	94	158	94
wu:fc55g01	635	600	361	459	782	501
wu:fc66h01	326	313	229	169	115	153
wu:fd46c06	1	2	0	3	3	0
wu:fj16a03	2149	2074	1487	1653	2426	1527
wu:fj39h09	263	245	188	103	164	126
wu:fj44c04	19	22	15	1	4	1
wu:fu71h07	181	156	125	46	124	95
wwc3	1402	1319	1038	602	760	653
wwox	574	515	395	194	356	307
wwp2	11900	10457	8069	4160	7747	5924
wwtr1	566	580	479	199	262	248
xab2	1920	1865	1437	1008	1741	1331
xbp1	9526	8364	6893	6336	10148	8726
xgb	21	14	14	4	5	9
xiap	1012	916	701	613	1171	1015
xirp1	1809	1716	1210	1244	1632	2190
xk	354	273	204	162	302	219
xkr6b	265	226	214	62	92	87
xkr7	218	187	154	62	88	69
xkr8.3	368	309	255	156	253	268
xkr9	46	42	47	20	27	18
xkrx	1144	1086	810	529	878	700
xpa	149	159	111	51	97	71
xpc	922	854	644	537	738	676
xpnpep1	2019	2085	1569	1016	1656	1446
xpnpep2	78	58	38	17	46	15
xpnpep3	594	521	432	293	628	462
xpo4	2095	1962	1481	984	1420	1335
xpo6	2104	2228	1680	1204	1456	1490
xpo7	4481	4536	3474	1805	1854	2000
xpot	3975	3716	2858	2388	3184	2967
xpr1b	2843	2555	2088	1142	1833	1690
xrcc1	2408	2295	1731	1226	2010	1598
xrcc3	224	217	163	144	234	206
xrcc4	228	268	175	210	302	161
xrcc5	1172	1115	854	916	1367	621
xrcc6	1414	1193	927	757	1332	871
xrcc6bp1	535	454	339	268	392	347
xrg5	141	109	134	28	36	53
xrn1	4538	4527	3415	1478	1864	1967
xrn2	4552	4282	3497	1982	2948	2392
xylb	95	91	88	105	106	204
xylt1	860	813	636	455	551	539
xylt2	305	328	266	198	211	234
yaf2	1499	1421	1022	864	1295	1204
yap1	7162	7087	5041	4703	4580	5498
yars	3380	3030	2234	2111	4286	3151
yars2	312	277	247	191	262	218
ybey	257	186	145	166	232	205
ybx1	57243	53622	46008	28951	32460	32997
ydjc	179	141	115	90	152	97
yeats4	1700	1506	1113	932	1582	1233
yes1	5488	5024	3943	2918	4390	3968.996
yif1a	1090	941	778	829	1269	1053
yif1b	599	511	452	308	644	445
