gene_id	WT_48hpf_R1	WT_48hpf_R2	WT_48hpf_R3	MT_48hpf_R1	MT_48hpf_R2	MT_48hpf_R3
cox7a2a	5149	4481	3364	1860	4020	2494
cox7a3	2363	2105	1539	1388	2318	1814
cox7b	5482	4443	3434	2661	5297	3252
cox7c	5045	4280	3444	1798	3702	2270
cox8a	10184	9057	7425	4950	9098	6015
cox8b	298	270	208	151	327	268
cp	6911	7402	4689	3914	6147	1295
cpa1	0	3	1	1	4	1
cpa2	12	10	9	7	7	17
cpa4	28	29	16	10	21	15
cpa5	143	123	96	45	91	50
cpb1	53	41	34	19	55	12
cpb2	326	367	217	294	374	315
cpdb	2	2	2	4	2	3
cpe	14084	12177	9833	4172	8500	6464
cpeb1a	32	30	30	26	22	28
cpeb1b	67	58	54	22	41	31
cpeb3	390	313	296	109	148	172
cpeb4	1254	1065	870	441	722	641
cplx2	907	831	696	327	747	599
cplx2l	4366	3794	2981	1552	3810	2639
cplx3b	178	154	156	102	214	132
cplx4a	381	289	188	27	115	43
cplx4b	0	0	1	0	0	0
cplx4c	1	7	4	1	2	2
cpm	780	643	529	435	652	565
cpn1	4585	4268	3283	2000	3603	2634
cpne1	5402	5282	3563	2725	4699	4053
cpne2	489	398	334	157	318	293
cpne3	1276	1161	966	765	1270	1091
cpne5a	185	146	126	41	105	60
cpne5b	202	221	166	83	131	95
cpo	1	0	1	0	0	0
cpox	715	602	507	383	597	458
cpped1	848	754	583	631	1054	912
cpsf1	4412	3960	3172	2302	3429	2948
cpsf2	3032	2848	2216	1768	2597	2095
cpsf3	3590	3356	2506	1910	3605	2579
cpsf3l	862	810	620	529	791	551
cpsf4	1054	900	691	708	987	886
cpsf5	2857	2464	1966	1610	2654	2017
cpsf6	4087	3900	3211	1932	1712	2158
cpt1aa	1334	1159	866	503	1006	789
cpt1b	876	806	690	100	348	149
cpt2	1296	1009	816	527	1043	769
cptp	442	350	279	229	433	350
cpvl	1775	1578	1226	784	1319	1371
crabp1a	514	457	410	254	431	408
crabp1b	714	619	470	360	509	487
crabp2a	3846	3426	2418	1528	3077	2095
crabp2b	2095	1878	1669	1051	1471	1523
cracr2b	136	164	113	134	163	170
cradd	107	94	59	65	102	81
crata	1851	1509	1270	498	950	717
cratb	674	643	457	417	624	550
crb1	630	541	443	374	292	427
crb2a	639	711	605	529	644	603
crb2b	542	511	471	100	130	157
crb3a	153	145	95	80	145	125
crb3b	302	311	177	207	353	280
crbn	806	766	596	308	648	479
crcp	202	160	124	126	193	138
creb1a	2642.717	2573	2010	1410	2051	2038
creb1b	492.283	433	357	269	365	387
creb3l1	1270	1160	788	604	763	759
creb3l2	1432	1254	1105	576	782	804
creb3l3a	194	187	152	122	120	199
creb3l3l	4364	3993	3040	2517	4475	3683
crebl2	208	210	158	99	137	127
creg2	992	924	711	501	933	621
creld2	364	310	212	439	800	518
cremb	34	29	18	9	24	17
crestin	530	404	338	521	416	436
crfb1	213	164	125	99	190	142
crfb12	244	190	165	85	160	117
crfb15	10	6	6	5	11	6
crfb16	91	71	56	15	41	32
crfb17	190	168	110	125	228	190
crfb2	112	76	54	59	128	115
crfb4	193	158	121	75	143	94
crfb6	1402	1153	893	804	1380	1205
crhb	106	77	55	35	71	39
crhbp	333	310	247	141	296	225
crhr2	445	489	414.999	390	697	477
crim1	811	817	709	302	429	455
crip1	1123	908	680	311	765	381
crip2	2187	1797	1404	959	1726	1305
cript	925	794	627	408	715	560
crispld1b	637	555	397	188	428	349
crk	2509	2345	1903	1611	2456	2115
crkl	3477	3106	2480	2161	3061	2938
crlf1a	486	482	347	202	342	266
crlf1b	212	152	139	78	73	101
crlf2	0	1	0	0	0	1
crlf3	1869	1722	1386	980	1491	1449
crls1	572	536	367	323	570	466
crmp1	1623	1316	1122	608	867	918
crnkl1	1830	1706	1280	1266	1891	1443
crot	1954	1723	1419	724	1251	1006
crp2	4.69	1.402	11	4.757	5	5
crp3	57	42	39	5	40	4.008
crp4	1887	1533	1256	899	1454	961.992
crp6	1	2	1	0	0	0
crp7	2	0	1	0	0	0
crsp7	603	471	408	344	561	446
crtac1a	200	147	124	23	74	19
crtap	2811	2503	2008	1574	2751	1809
crtc1a	393	375	329	101	175	188
crx	5597	4548	3736	1664	1362	1791
cry-dash	1061	1001	680	194	541	189
cry1a	3851	3844	2926	858	2437	878
cry1b	815	951	688	276	602	333
cry2a	1861	1763	1312	2322	4248	3640
cry2b	1792	1615	1376	346	926	354
cry3	988	1097	743	383	787	521
cry4	1575	1570	1247	299	496	407
cry5	359	321	229	65	196	45
cryaa	2211	1911	1321	1124	1311	1349
cryaba	0	0	0	0	1	1
cryabb	12	16	11	9	15	21
cryba1a	137	116	69	51	32	47
cryba1b	37038	32189	21978	15615	14493	17216
cryba1l1	32436	27029	20011	15895	17397	17497
cryba1l2	979	695	540	475	600	656
cryba2a	23209	19101	14422	9756	16330	12371
cryba2b	18985	16095	12690	10222	16858	12888
cryba4	30054	24341	19071	13109	19480	16272
crybb1	40174	34917	22764	23793	17064	25222
crybb1l2	47710	41638	31894	20034	23103	22931
crybb1l3	462	347	333	362	446	498
crybb2	11	15	9	9	7	10
crybb3	7	6	4	0	12	8
crygm1	0	0	0	0	0	0
crygm2a	1	0	0	1	0	0
crygm2b	0	0	1.012	0	2	0
crygm2c	8	6	3.988	0	4	7
crygm2d1	23621.637	20841.068	15780.787	11032.225	23534.274	10338.308
crygm2d10	17925.212	16852.065	11098.875	10655.566	16604.434	9343.577
crygm2d11	3928.923	3116.196	2448.938	316.301	1577.363	474.588
crygm2d12	11380.754	9302.128	6765.192	4680.095	8176.869	5347.214
crygm2d13	30494.167	25939.701	18865	12245	22894	14343
crygm2d15	6943.464	7446.171	4971.732	2158.737	4783.101	2750.44
crygm2d16	6910.025	6336.616	4761.071	1768.667	3761.441	2203.086
crygm2d17	16114.49	13460.944	9821.71	5872.252	11348.955	5769.535
crygm2d18	18285.997	13179.186	11620.254	6821.362	12379.172	8037.398
crygm2d2	4849.989	4541.213	3623.799	4194.065	5617.987	3057.34
crygm2d20	18869.483	16665.992	11768.396	8693.858	15428.94	10003.94
crygm2d21	17616.122	14674.568	11175.613	9238.155	16343.847	8216.096
crygm2d3	7207.254	6301.952	4267.068	4624.608	6000.113	3624.134
crygm2d4	21868.88	16511.453	14273.896	9196.895	15639.444	11312.332
crygm2d5	6872.962	5466.078	3961.301	2865.873	4895.472	2808.214
crygm2d6	4872.475	4095.375	3137.845	1295.039	2740.74	1816.141
crygm2d7	7843.002	6436.715	5479.066	3817.631	6682.696	3158.128
crygm2d8	24770.753	21206.615	16581.506	9826.58	17560.547	12162.067
crygm2d9	19625.668	15737.535	10911.844	8453.79	16937.851	8444.157
crygm2f	90.007	56.004	60.002	28	64.006	36.001
crygm3	8	14	7	6	5	4
crygm4	0	1	1	1	1	2
crygm5	372	316	195	122	253	185
crygm6	0	0	0	1	0	0
crygm7	1	2	0	0	0	0
crygmx	6225	5168	3994	2898	4826	4003
crygmxl1	433	376	252	97	256	200
crygmxl2	17824	14688	12482	6824	10681	7842
crygn1	13	8	9	4	18	13
crygn2	25645	20912	17749	13738	20344	15045
crygs1	4	2	5	1	1	5
crygs2	16	8	7	9	17	10
crygs3	0	0	0	0	0	0
crygs4	0	1	1	7	6	3
cryl1	617	550	369	243	428	416
crym	64	53	31	34	47	36
cryz	374	297	281	178	298	281
cryzl1	534	447	378	314	583	409
cs	16470	14570	11572	6539	10431	8254
csad	832	754	483	423	728	620
csdc2a	1390	1140	901	827	1364	1245
csde1	30636	28359	22094	16898	26513	22771
cse1l	5309	4967	3818	3287	5609	4368
csf1a	294	282	187	214	325	240
csf1b	235	247	154	104	225	151
csf1ra	873	848	714	408	518	582
csf2rb	15	17	10	10	12	17
csf3a	26	30	15	18	14	22
csf3b	3	5	6	2	5	0
csf3r	98	83	72	25	39	53
csgalnact2	925	667	657	480	778	718
csk	2283	2172	1675	1249	2234	1864
csmd1a	39	24	31	18	16	29
csnk1a1	8268	7492	5889	5365	8128	7456
csnk1da	10662	10011	7964	5606	8328	8088
csnk1db	5471	5104	3969	2967	4370	4042
csnk1e	1882	1641	1266	628	1055	919
csnk1g1	513	514	390	291	280	304
csnk1g2a	1149	1158	906	702	1054	851
csnk1g2b	2431	2324	1827	1430	2357	1893
csnk2a1	9083	8696	6936	5608	9123	6996
csnk2a2a	2465	2227	1699	1142	2128	1609
csnk2b	12266	10411	8185	6058	10612	8180
cspg5b	1356	1108	942	477	1025	868
csrnp1b	1359	1414	1048	649	1053	955
csrp1a	1485	1376	951	1061	1840	1259
csrp1b	18	8	9	1	15	1
csrp2	808	716	587	368	606	500
csrp2bp	1443.002	1228.046	1047.533	834.898	981.092	1106.129
csrp3	43	40	41	29	58	51
cst14b.1	4079	3814	2582	2219	4142	3355
cst3	5330	4610	3492	1929	3155	2746
cstf1	1257	1081	914	819	1277	1140
cstf2	3789	3366	2795	1736	2555	2184
cstf3	4414	4198	3076	3055	3986	4140
ctage5	528	457	352	250	277	305
ctbp1	13883.798	12778.811	9788	8815.687	8278	9198
ctbp2a	4338	3590	3126	1328	1711	1599
ctbp2l	93	75	73	32	48	42
ctbs	370	318	232	295	391	358
ctc1	1312	1116	1046	614	768	791
ctcf	10819	10347	7942	5950	8027	7880
ctdnep1a	726	659	505	375	774	516
ctdnep1b	397	387	282	289	481	357
ctdp1	650	748	519	319	266	388
ctdsp2	7329	6775	5525	2299	5049	3578
ctdspl2a	3044	2823	2306	1196	1847	1724
ctdspl2b	2316	2110	1591	813	1729	1196
ctdspla	1713	1586	1293	632	1288	903
ctdsplb	1634	1369	1159	658	1171	857
ctgfa	6174	6627	4701	2136	3240	2541
ctgfb	476	410	338	85	279	141
cth	1843	1611	1200	1200	2208	1665
cth1	2	3	1	0	5	0
cthl	67	44	45	8	19	4
cthrc1a	2115	1772	1377	1070	1976	1389
ctnna1	7828	7565	5405	4305	7033	5355
ctnna2	3055	2823	2214	1070	1350	1411
ctnnal1	515	488	378	207	361	282
ctnnb1	38333	35322	27606	19544	21151	23111
ctnnb2	9830	8907	7513	3945	4642	4532
ctnnbip1	5601	5015	3936	3549	6262	5093
ctnnbl1	2399	2152	1706	1026	2035	1381
ctnnd2b	2863	2882	2173	1321	1086	1453
ctns	320	294	224	191	353	253
ctps1a	2545	2300	1667	2097	3322	2670
ctps1b	612	610	445	129	273	183
ctr9	4281	4069	3192	2303	3424	3023
ctrb1	47	42	21	5	18	4
ctrl	6	8	4	1	5	1
ctsa	1694	1445	1153	933	1695	1202
ctsba	3760	3551	2748	554	872	859
ctsbb	2	1	0	0	0	0
ctsc	1279	1180	925	729	1056	1103
ctsd	10917	10322	7594	6815	11417	8737
ctsf	5954	5276	3941	2114	3988	3450
ctsh	465	419	299	227	362	306
ctsk	2050	1751	1439	521	1225	981
ctsl.1	181	107	102	89	172	117
ctsla	38899	43294	27534	35064	59908	50832
ctslb	37.553	69.675	39.458	135.321	151.37	92.271
ctsll	127	105	93	17	15	23
ctssa	44	40	28	9	28	17
ctssb.1	267	274	202	1317	871	1336
ctssb.2	194	152	151	69	104	184
ctsz	1594	1477	1106	789	1514	1046
cttn	2448	2159	1731	1351	1670	1436
cttnbp2nlb	1127	1099	914	533	857	726
ctu1	315	262	259	163	232	216
ctu2	328	327	257	143	297	230
ctxn1	3	7	2	3	8	3
ctxn2	0	0	0	0	1	0
cuedc1a	994	766	683	298	507	385
cuedc1b	815	734	648	407	580	584
cuedc2	663	703	497	253	444	367
cul1a	3927	3424	2683	2009	3547	2855
cul1b	2224	2135	1558	1068	1873	1558
cul3a	5243	4712	3778	2275	4225	3399
cul3b	1848	1807	1437	667	1159	1113
cul4a	2115	1859	1629	922	1290	1030
cul4b	5052	4848	3464	2699	4496	3887
cul5a	1544	1398	1011	749	1367	1059
cutc	561	519	372	177	271	391
cux1b	1253	1089	880	602	1128	956
cwc15	3398	3049	2268	1673	2994	2328
cwc22	2632	2667	1943	1249	2094	1677
cwc25	1522	1451	1179	651	1111	940
cwc27	648	572	464	319	665	525
cwf19l1	1154	1069	804	603	1016	787
cwf19l2	914	796	673	451	789	561
cx23	1043	930	660	565	792	736
cx27.5	20	14	14	5	9	7
cx28.6	24	16	29	12	14	15
cx28.8	40	27	22	18	24	28
cx28.9	51	34	31	20	57	27
cx30.3	1457	1346	1066	855	1493	1181
cx30.9	20	15	14	9	15	11
cx32.2	57	59	39	23	50	42
cx32.3	101	88	59	26	88	33
cx34.4	96	94	89	53	86	88
cx34.5	4	0	1	1	2	0
cx35.4	569	580	423	242	543	388
cx35b	54	57	37	19	45	21
cx36.7	5	4	4	13	4	11
cx39.4	20	23	17	9	13	13
cx39.9	429	405	313	230	422	287
cx41.8	36	28	24	21	25	23
cx43	4924	4276	3528	1640	3671	2707
cx43.4	5404	4777	3918	5696	6260	6501
cx44.1	625	583	435	568	543	709
cx44.2	290.833	258	180.914	202	299.94	240
cx45.6	58	72	34	9	27	24
cx47.1	8	9	5	7	5	3
cx50.5	216	212	177	107	134	167
cx52.6	17	11	16	3	8	8
cx52.7	9	7	6	1	3	2
cx52.9	67	56	47	24	30	40
cx55.5	10	0	6	2	1	5
cxadr	1641	1571	1191	1036	1505	1228
cxcl11.8	0	0	0	0	0	0
cxcl12a	2411	2227	1632	1447	2482	2035
cxcl12b	2985	2600	1896	1542	2450	2026
cxcl14	2094	1895	1461	1060	1971	1596
cxcl18b	30	110	38	28	79	39
cxcl19	1	2	1	1	9	3
cxcl20	24	23	31	11	27	20
cxcl32b.1	0	0	0	0	0	0
cxcl8b.3	0	0	1	1	1	0
cxcr3.1	21	11	12	26	35	14
cxcr3.2	94	98	71	59	105	94
cxcr3.3	144	152	106	49	110	78
cxcr4a	321	332	238	175	190	155
cxcr4b	662	611	465	504	619	668
cxl34b.11	138	103	62	67	223	145
cxxc1a	1381	1294	988	680	1285	1022
cxxc1b	1045	1026	767	618	1038	944
cyb561	51	40	39	20	27	34
cyb561a3a	254	212	157	113	209	115
cyb561d1	88	76	66	20	76	65
cyb561d2	183	127	124	173	215	203
cyb5a	1942	1628	1322	1295	2211	1534
cyb5b	1351	1220	934	819	1441	1078
cyb5d1	24	18	23	16	35	32
cyb5d2	212	204	120	98	135	155
cyb5r1	694	608	416	318	697	484
cyb5r2	265	203	140	69	168	98
cyb5r3	1369	1329	947	705	1148	1183
cyb5r4	564	506	423	185	410	338
cyba	551	419	392	162	387	279
cybb	351	295	232	124	193	213
cybrd1	364	248	236	50	102	71
cyc1	11465	10016	8139	4988	9331	6723
cycsb	12828	10790	9130	4224	9283	6063
cyfip1	6073	5543	4345	3159	5382	4606
cyfip2	7594	6971	5537	3034	5405	4924
cygb1	2757	2417	2021	1781	3042	2827
cygb2	249	183	136	59	161	105
cyhr1	1087	1024	908	450	484	532
cyp11a1	11	4	9	5	3	7
cyp11c1	68	44	48	35	36	66
cyp17a1	1257	1128	818	715	1274	912
cyp17a2	19	23	20	15	23	19
cyp19a1a	4	1	3	0	0	0
cyp19a1b	36	24	24	25	17	23
cyp1a	879	983	802	112	575	172
cyp1b1	299	409	217	233	239	374
cyp1c2	425	348	314	145	249	227
cyp1d1	920	788	595	390	730	405
cyp20a1	1855	1677	1271	1064	1999	1427
cyp24a1	834	825	606	44	311	140
cyp26a1	876	1439	1076	1226	1323	1207
cyp26b1	2151	2176	1684	1393	2229	1736
cyp26c1	1206	1257	1035	788	954	999
cyp27c1	523	560	347	334	477	396
cyp2aa1	232	235	170	58	137	193
cyp2aa12	34	29	26	26	35	42
cyp2aa2	389	313	233	211	356	265
cyp2aa3	250.468	244.766	0.001	429	664.992	0
cyp2aa3v1	711.532	759.234	671.999	0	0.008	1419
cyp2aa4	483	533	381	939	1118	1198
cyp2aa6	853	749	502	735	1232	1014
cyp2aa7	127	144	101	92	142	199
cyp2aa8	1221	1253	852	1898	2850	2169
cyp2aa9	696	760	450	1071	1282	1502
cyp2ad2	31	16	17	13	22	17
cyp2ad3	1418	1127	934	562	1137	630
cyp2ad6	71	67	44	25	41	30
cyp2k16	410	374	294	162	292	220
cyp2k17	60	41	31	24	35	31.758
cyp2k18	39	28	24	15	28	20
cyp2k19	51	54	39	7	27	10.242
cyp2k22	0	1	2	3	2	1
cyp2k6	2	4	3.241	0	1	0
cyp2k8	0	0	0	0	0	0
cyp2n13	20	18	12	7	25	17
cyp2p10	193.407	212	159	111.364	231.652	164.584
cyp2p6	130.593	156	115	83.17	198.005	144.416
cyp2p7	63	68	49	42.153	58.357	58
cyp2p8	24	18	22.523	35.648	46.954	13
cyp2p9	59	44.001	27.477	85.665	214.047	3
cyp2u1	86	83	67	35	57	48
cyp2v1	839	697	530	416	674	661
cyp2x10.2	68.863	59	34	41.993	60	12
cyp2x12	16.137	16	17	15.007	43	13
cyp2x6	15	11	13	12	23	37
cyp2x7	431	266	246	96	278	230
cyp2x8	3	2	2	1	2	0
cyp2x9	24	14	16	12	13	5
cyp2y3	2801	2248	1854	1764	3014	2053
cyp39a1	44	42	24	21	40	33
cyp3a65	221	176	174	32	47	44
cyp3c1	1710	1466	1111	654	1325	1003
cyp3c3	14	9	11	112	262	138
cyp3c4	22	24	24	47	111	78
cyp46a1.1	350.783	322.676	295.907	45.77	92.876	48
cyp46a1.2	80.961	68.075	52.831	53.217	102.155	36.847
cyp46a1.3	292	269	173	38	81	115
cyp46a1.4	28.255	28.249	19.263	29.013	79.97	30.153
cyp4f3	20	20	18	8	5	11
cyp4t8	84	62	60	6	34	17
cyp4v7	69	58	37	29	40	12
cyp4v8	595	385	309	194	658	351
cyp51	2184	1988	1524	569	942	700
cyp7a1a	12	7	10	5	15	4
cyp8b1	66.947	47.711	34.928	19.876	62.915	18.789
cyp8b2	9	7.113	2	2.001	1	2
cyp8b3	4.053	5.176	3.072	3.122	6.085	5.211
cyr61	642	640	437	262	414	319
cyr61l1	256	260	190	158	175	290
cysltr1	45	24	38	14	31	22
cyt1	178857.638	170042.455	119026.668	113279.74	164180.632	155346.782
cyt1l	204439.004	191409.097	144380.499	127680.008	184542.215	151187.792
cyth1a	3883	3710	2903	1396	2609	2026
cyth1b	1159	995	747	579	840	816
cyth4b	71	67	60	14	47	21
cyyr1	2368.786	2210.864	1920.964	1723	2443.952	1971.917
d2hgdh	251	251	188	102	191	146
daam1b	3139	3101	2312	1284	1654	1532
dab1a	515	464	428	180	214	241
dab1b	393	387	349	132	150	153
dab2	1304	1309	978	515	680	576
dab2ipb	1258	1251	981	484	718	619
dacha	1612	1714	1187	1031	1139	1198
dachb	563	579	450	229	390	307
dachc	1237	1193	857	496	781	790
dachd	2142	2190	1635	824	994	1156
dact1	2417	2305	1737	1104	1746	1542
dact2	741	744	574	496	713	518
dad1	2847	2479	1924	1892	3123	2190
dag1	7480	6898	5408	3397	2967	3458
dalrd3	1765	1414	1254	547	805	745
dand5	0	0	1	4	1	5
dao.1	1240.152	1471.57	1058.986	2817.475	1948.672	4859.068
dao.2	555.634	535.253	409.832	447.119	653.921	809.485
dao.3	21.214	20.177	15.181	34.406	19.407	34.447
dap	2760	2520	2074	1796	2533	2050
dap1b	1606	1558	1097	1451	2018	1416
dap3	1632	1509	1190	843	1410	1080
dapk1	1428	1309	1112	698	911	864
dapk2a	218	246	178	64	82	63
dapp1	57	61	39	3	2	11
dars	6766	6260	4957	3893	7110	5508
daw1	180	175	137	127	203	151
daxx	1488	1539	1140	951	1435	1309
dazap1	301	316	239	81	118	70
dazap2	5694	5099	4242	1706	2533	2155
dazl	8	6	3	8	15	10
dbf4	433	405	297	296	460	303
dbh	253	185	152	84	182	145
dbi	8267	7721	5335	3091	5169	6449
dbnla	840	824	679	432	855	674
dbnlb	866	818	629	619	1074	706
dbpa	236	183	174	50	108	57
dbpb	148	123	134	37	59	45
dbr1	1459	1235	1034	592	1111	795
dbt	2768	2641	1893	1440	2423	2041
dbx1a	748	775	515	769	787	877
dbx1b	440	465	344	388	465	421
dcaf11	1985	1712	1548	617	993	783
dcaf12	1503	1409	1131	545	848	756
dcaf13	1608	1487	1132	937	1642	1141
dcaf17	147.021	124	119	87.102	190.22	132
dcaf5	1175	1092	835	410	499	543
dcaf6	1755	1535	1232	479	637	644
dcaf7	8097	7175	5707	4315	7125	5788
dcakd	120	114	104	105	177	194
dcbld1	134	129	88	73	119	94
dcbld2	448	372	305	173	228	261
dcc	242	295	238	148	78	127
dcdc2b	67	69	50	55	62	106
dck	208	241	178	318	532	244
dclk1a	984	839	670	307	362	408
dclk1b	173	182	147	119	107	175
dclk2a	1115	1152	844	841	646	914
dclre1a	760	704	506	492	942	645
dclre1b	1150	1054	780	636	1144	776
dclre1c	710	613	538	333	537	488
dcn	10556	9798	7345	4472	7311	5975
dcp1a	811	641	510	452	560	534
dcp1b	879	788	584	451	711	573
dcp2	1990	1695	1285	1198	1916	1678
dcps	653	527	431	269	506	351
dct	2708	2768	2059	2336	2117	2500
dctd	395	366	228	282	413	332
dctn1a	1573	1478	1273	635	676	627
dctn2	4906	4253	3420	2409	3468	3074
dctn3	2227	2024	1408	1598	2263	1701
dctn4	759	661	495	517	552	589
dctn5	1021	919	712	635	1138	886
dctpp1	273	276	177	287	458	336
dcun1d1	967	886	607	559	1053	802
dcun1d2a	1988	1828	1467	610	1519	842
dcun1d2b	1247	1153	916	399	885	612
dcun1d4	1472	1194	1045	609	961	945
dcun1d5	1671	1356	1101	1000	1764	1310
dcxr	381	398	275	130	291	304
dda1	1963	1787	1371	1177	2004	1556
ddah2	2001	1568	1304	943	1723	1124
ddb1	2945	2933	2461	1479	1596	1736
ddb2	523	500	360	110	283	127
ddc	252	225	189	94	144	101
ddhd1b	718	636	592	332	517	445
ddi2	3907	3409	2545	2646	3294	3510
ddit3	1266	1215	991	509	766	602
ddit4	2961	2912	2088	326	409	473
ddost	8900	8098	6383	5096	9398	6451
ddrgk1	384	319	286	264	485	365
ddt	2060	1946	1414	1050	1795	1342
ddx1	2391	2149	1637	1236	2429	1749
ddx11	407	420	316	212	338	256
ddx18	2920	2681	2118	1730	3198	2394
ddx19	2275	2049	1554	1329	2496	1898
ddx20	946	811	691	427	867	616
ddx21	6349	6131	4969	2684	3225	3985
ddx23	4654	4472	3380	2080	3684	2970
ddx26b	689	602	472	574	640	782
ddx27	2022	1873	1437	1117	2070	1521
ddx28	395	327	276	215	293	244
ddx39aa	7556	7053	5157	4868	8114	6362
ddx39ab	13341	13024	10302	8335	12782	10898
ddx39b	1893	1612	1346	678	1291	930
ddx3a	17939	15729	13090	6274	11329	7952
ddx3b	24099	22624	20003	8874	8579	9008
ddx4	94	82	58	66	73	76
ddx41	2	2	1	1	0	0
ddx42	3430	3284	2481	1640	2419	2271
ddx43	94	73	44	32	59	130
ddx46	4491	3966	3273	1903	1741	2400
ddx47	1705	1547	1316	804	1106	1042
ddx49	602	554	455	313	619	417
ddx5	36866	31838	25268	19110	36106	27012
ddx51	716	671	559	323	631	397
ddx52	1259	1122	878	731	1284	944
ddx54	1682	1534	1295	834	1267	1222
ddx55	530	479	371	238	441	385
ddx56	1033	953	679	633	1104	890
ddx59	349	285	243	185	232	237
deaf1	199	185	171	139	201	234
decr1	913	787	612	437	822	602
decr2	521	532	343	348	622	481
dedd	1399	1206	1043	797	1205	1085
dedd1	486	396	358	279	398	377
def6a	44	45	23	48	29	63
def8	623	568	418	255	520	382
defbl1	2303	1894	1437	399	997	673
defbl2	1	0	1	0	0	0
defbl3	11	8	5	3	2	2
degs1	1979	1647	1288	1664	2425	2151
degs2	611.293	567.567	452.678	367.481	748.239	435.358
dek	3604	3541	2486	1795	3175	2470
dennd2da	929	911	625	438	887	637
dennd2db	54	54	43	18	23	23
dennd4a	1926	1940	1539	561	702	867
dennd5b	4675	4792	3675	2410	3118	3489
dennd6aa	166	164	148	89	115	129
dennd6b	1136	995	797	488	892	715
denr	2328	1895	1534	1173	1605	1128
depdc1a	1206	1020	856	626	861	797
depdc7	251	283	193	91	160	134
deptor	389	369	237	164	310	216
dera	583	514	436	179	458	361
derl1	2090	1854	1465	1341	2136	1790
derl2	629	539	432	403	811	500
derl3	421	405	289	246	359	369
desi1a	1884	1530	1355	385	1059	613
desi1b	459	425	308	168	445	232
desi2	1110	1002	812	586	1073	912
desma	9915	10488	7654	6387	13647	10703
desmb	85	34	25	16	43	19
det1	279	280	171	193	269	235
dexi	524	453	296	195	369	257
dffa	434	429	316	283	449	384
dffb	294	241	208	149	290	178
dfna5b	314	279	196	185	335	249
dgat1a	356	285	249	102	246	141
dgat1b	359	325	273	185	377	292
dgat2	658	662	513	577	729	841
dgcr14	1038	986	699	468	816	669
dgcr2	375	302	224	463	450	564
dgcr6	521	428	353	273	458	310
dgcr8	5682	4830	3903	2061	3556	2700
dgkaa	2278	2341	1704	1355	1839	1826
dgke	227	251	209	122	172	181
dguok	219	155	156	119	171	177
dharma	0	0	0	0	0	0
dhcr24	696	625	501	202	222	230
dhcr7	743	719	598	338	489	486
dhdds	684	609	473	351	663	465
dhdhl	981	910	750	702	966	947
dhfr	859	786	539	513	801	618
dhh	64	49	48	11	20	15
dhodh	491	392	302	195	313	213
dhps	844	771	567	432	692	576
dhrs1	596	515	434	312	596	415
dhrs11a	373	358	288	129	317	275
dhrs11b	366	275	222	215	404	277
dhrs12	737	707	483	345	789	509
dhrs13a.1	609	537	401	144	451	224
dhrs13a.2	939	949	706	713	1492	890
dhrs13a.3	753	719	595	228	535	332
dhrs13b	315	248	228	296	413	340
dhrs13l1	1422	1192	870	539	1307	795
dhrs2	880	714	526	160	357	335
dhrs3a	356	400	302	231	464	359
dhrs3b	715	765	554	579	902	753
dhrs7	544	471	407	300	421	396
dhrs7b	253	247	203	132	272	187
dhrs7ca	154	143	97	81	96	182
dhrs7cb	2386	1904	1613	1042	1733	1284
dhrs9	384	327	243	86	123	96
dhrsx	581	433	405	267	481	395
dhtkd1	2503	2222	1749	889	1453	1163
dhx15	8059	7469	6055	4947	7423	6299
dhx16	1658	1455	1227	900	1356	1089
dhx32a	374	361	244	176	242	241
dhx33	214	217	179	112	102	118
dhx34	743	666	567	347	490	459
dhx36	1122	1084	803	483	811	707
dhx37	1337	1285	1005	485	862	717
dhx38	2026	1899	1542	859	1122	1098
dhx58	7	9	6	5	9	5
dhx9	6842	6073	4926	4842	6378	6162
dia1a	601	510	455	210	321	294
dia1b	672	631	532	307	576	509
diabloa	2796	2540	1907	351	633	611
diablob	684	617	488	374	731	480
diaph3	67	84	43	45	51	46
dicer1	6129	5650	4263	2623	2455	2938
dicp1.1	2	3	3	1	3	2
dicp1.17	0	0	0	0	1	0
dicp1.3-4	11	10	10	16	24	3
dicp1.7	0	1	0	0	6	2
dicp2.1	0	0	0	0	0	1
dicp2.2	0	0	0	0	0	0
dicp3.1	27	20	21	22	36	30
dicp3.3	1	4	0	2	4	2
dido1	2233.05	1976	1579	1155	1729	1378
diexf	1027	905	694	684	1255	981
dimt1l	465	464	372	387	619	431
dio1	78	54	45	24	71	33
dio2	76	55	40	43	60	41
dio3a	29	36	36	12	18	20
dio3b	115	103	171	42	58	46
dip2ba	4111	3888	3223	1763	2441	2036
diras1a	2465	2107	1718	822	1747	1293
diras1b	53	45	29	16	30	17
dirc2	1038	978	772	324	489	589
dis3l	736	670	519	299	437	501
disc1	391	379	331	131	194	217
disp1	1237	1264	1046	533	832	755
disp2	1246	950	895	402	992	735
dixdc1a	1987	1572	1264	1234	2005	1843
dkc1	3865	3522	2750	2804	4694	3472
dkk1a	56	31	40	26	46	34
dkk1b	103	87	69	67	99	74
dkk2	120	94	68	45	68	64
dkk3a	203	179	142	71	167	120
dkk3b	273	203	200	89	234	153
dla	4129	4766	3299	3932	3997	4702
dlat	3802	3410	2648	1033	1459	1415
dlb	3494	3235	2412	3858	3541	4318
dlc	3190	3758	2419	1745	2601	2525
